Uuid,Void/Retire,Short name:en,Fully specified name:en,Short name:fr,Fully specified name:fr,Data class,Data Type,_version:1,_order:500
dbde6ce2-aef0-4187-8789-c518967dffea,,FLUCONAZOLE,FLUCONAZOLE,FLUCONAZOLE,FLUCONAZOLE,Drug,N/A,,
d7b6c2de-5028-4fb9-8b0c-cd7b20d51905,,PREDNISOLONE SODIUM PHOSPHATE,PREDNISOLONE SODIUM PHOSPHATE,PREDNISOLONE SODIUM PHOSPHATE,PREDNISOLONE SODIUM PHOSPHATE,Drug,N/A,,
5250c89e-250c-44e6-b840-f2ac63bea575,,DEXAMETHASONE,DEXAMETHASONE,DEXAMETHASONE,DEXAMETHASONE,Drug,N/A,,
1641c814-96b5-40df-aecd-227f80c83195,,GLICLAZIDE,GLICLAZIDE,GLICLAZIDE,GLICLAZIDE,Drug,N/A,,
b718ad09-8590-45b3-a0ab-07a37a487ec1,,CYPROTÉRONE / ETHINYL ESTRADIOL,CYPROTÉRONE / ETHINYL ESTRADIOL,CYPROTÉRONE / ETHINYL ESTRADIOL,CYPROTÉRONE / ETHINYL ESTRADIOL,Drug,N/A,,
0a48c13c-3eee-4184-b648-4abb769781a9,,LOPÉRAMIDE,LOPÉRAMIDE,LOPÉRAMIDE,LOPÉRAMIDE,Drug,N/A,,
5d54e8b9-f462-4e39-bbb4-63522541dd96,,DIAZEPAM,DIAZEPAM,DIAZEPAM,DIAZEPAM,Drug,N/A,,
de771dc4-d7a5-4621-a21a-dc36f33b2181,,PINAVERIUM,PINAVERIUM,PINAVERIUM,PINAVERIUM,Drug,N/A,,
1ca2b02b-f9ef-4b93-b7ff-73ef3c45df91,,DICLOFÉNAC / PARACETAMOL,DICLOFÉNAC / PARACETAMOL,DICLOFÉNAC / PARACETAMOL,DICLOFÉNAC / PARACETAMOL,Drug,N/A,,
174ad7a0-011d-480a-9134-d74d9dceb767,,ETAMSYLATE,ETAMSYLATE,ETAMSYLATE,ETAMSYLATE,Drug,N/A,,
1ee08311-f0d8-40a3-b410-7a6d82c91805,,CHLORURE DE K,CHLORURE DE K,CHLORURE DE K,CHLORURE DE K,Drug,N/A,,
ab05a33b-61b5-471d-81a3-b6f082a3b3b9,,DIGOXINE,DIGOXINE,DIGOXINE,DIGOXINE,Drug,N/A,,
f8af228a-950d-483f-85e3-c04e2cf0b2d5,,THEOPHYLLINE,THEOPHYLLINE,THEOPHYLLINE,THEOPHYLLINE,Drug,N/A,,
cc5535fe-380c-4923-a361-7ebee8973306,,BROMPHÉNIRAMINE,BROMPHÉNIRAMINE,BROMPHÉNIRAMINE,BROMPHÉNIRAMINE,Drug,N/A,,
b1b1ac08-8896-4e3a-8832-b841d83f4752,,BÉTAMETHASONE,BÉTAMETHASONE,BÉTAMETHASONE,BÉTAMETHASONE,Drug,N/A,,
94e2c0d2-f083-4506-81ac-a382479a8fff,,BÉTAMETHASONE / ACIDE SALICYLIQUE,BÉTAMETHASONE / ACIDE SALICYLIQUE,BÉTAMETHASONE / ACIDE SALICYLIQUE,BÉTAMETHASONE / ACIDE SALICYLIQUE,Drug,N/A,,
26553cee-9800-4d75-8cda-52dcc861aec3,,BÉTAMÉTHASONE / ACIDE SALICYLIQUE ,BÉTAMÉTHASONE / ACIDE SALICYLIQUE ,BÉTAMÉTHASONE / ACIDE SALICYLIQUE ,BÉTAMÉTHASONE / ACIDE SALICYLIQUE ,Drug,N/A,,
b9791b5e-5f8e-4017-a0a6-702534da9c10,,DIPROPIONATE DEBETAMÉTHASONE / CL,DIPROPIONATE DEBETAMÉTHASONE / CL,DIPROPIONATE DEBETAMÉTHASONE / CL,DIPROPIONATE DEBETAMÉTHASONE / CL,Drug,N/A,,
f7c7740e-aafd-4168-a24f-b3f962ee1d4c,,BÉTAMETHASONE                                        ,BÉTAMETHASONE                                        ,BÉTAMETHASONE                                        ,BÉTAMETHASONE                                        ,Drug,N/A,,
cd05f283-7f9d-4923-b759-06784e7b6cfc,,BÉTAMÉTHASONE                                        ,BÉTAMÉTHASONE                                        ,BÉTAMÉTHASONE                                        ,BÉTAMÉTHASONE                                        ,Drug,N/A,,
8dd3f845-8af9-46c6-b52f-10bec77907b9,,LÉVOSULPIRIDE                                            ,LÉVOSULPIRIDE                                            ,LÉVOSULPIRIDE                                            ,LÉVOSULPIRIDE                                            ,Drug,N/A,,
c090c9e5-f072-4de7-baf8-994b5c36aadc,,OXYBUTYNINE                                              ,OXYBUTYNINE                                              ,OXYBUTYNINE                                              ,OXYBUTYNINE                                              ,Drug,N/A,,
193c63b7-acbe-4d68-8df9-50eab4a52785,,HYDROXOCOBALAMINE                              ,HYDROXOCOBALAMINE                              ,HYDROXOCOBALAMINE                              ,HYDROXOCOBALAMINE                              ,Drug,N/A,,
411c4e34-5eaa-4524-84e2-9c3ef854aa5b,,SULPIRIDE 100MG/2ML INJ B/6                ,SULPIRIDE 100MG/2ML INJ B/6                ,SULPIRIDE 100MG/2ML INJ B/6                ,SULPIRIDE 100MG/2ML INJ B/6                ,Drug,N/A,,
7b8b7165-59eb-4d17-aa5e-34ade7ec42db,,SULPIRIDE                                                     ,SULPIRIDE                                                     ,SULPIRIDE                                                     ,SULPIRIDE                                                     ,Drug,N/A,,
2c72b10d-893d-4092-b553-f831b4028f2d,,SULPIRIDE                                                      ,SULPIRIDE                                                      ,SULPIRIDE                                                      ,SULPIRIDE                                                      ,Drug,N/A,,
fe030f8c-239c-4011-8ca9-1efab143d135,,PARACETAMOL                                             ,PARACETAMOL                                             ,PARACETAMOL                                             ,PARACETAMOL                                             ,Drug,N/A,,
b81d8c3e-a101-4da4-a9bb-903c2cc9c312,,PARACETAMOL / ACIDE ASCORBIQUE / P,PARACETAMOL / ACIDE ASCORBIQUE / P,PARACETAMOL / ACIDE ASCORBIQUE / P,PARACETAMOL / ACIDE ASCORBIQUE / P,Drug,N/A,,
e132e114-c49d-449e-a74c-54ef2b42e8ee,,PARACETAMOL / PSEUDOÉPHÉDRINE,PARACETAMOL / PSEUDOÉPHÉDRINE,PARACETAMOL / PSEUDOÉPHÉDRINE,PARACETAMOL / PSEUDOÉPHÉDRINE,Drug,N/A,,
9a82abd5-ca26-41f8-83df-ce4fe6bc4387,,DOXYCYCLINE,DOXYCYCLINE,DOXYCYCLINE,DOXYCYCLINE,Drug,N/A,,
9b76dfef-ee66-43d5-86d4-b0a2b5a8206c,,PARACETAMOL / ACIDE ASCORBIQUE,PARACETAMOL / ACIDE ASCORBIQUE,PARACETAMOL / ACIDE ASCORBIQUE,PARACETAMOL / ACIDE ASCORBIQUE,Drug,N/A,,
8b2216d7-b0e1-45cb-8400-31f5038cea8e,,TRAVOPROSTTIMOLOL,TRAVOPROSTTIMOLOL,TRAVOPROSTTIMOLOL,TRAVOPROSTTIMOLOL,Drug,N/A,,
e9cebc64-80d2-4b58-a969-49b56a077a53,,LACTULOSE,LACTULOSE,LACTULOSE,LACTULOSE,Drug,N/A,,
8df7c877-c1eb-4693-8805-5c9d24a61220,,DYDROGESTERONE,DYDROGESTERONE,DYDROGESTERONE,DYDROGESTERONE,Drug,N/A,,
9be8db2a-80e9-49f0-9cdc-b164fc402a71,,MÉBÉVÉRINE,MÉBÉVÉRINE,MÉBÉVÉRINE,MÉBÉVÉRINE,Drug,N/A,,
5b73099a-7043-4f90-931d-c2d625e26270,,EAU OXYGENÉE,EAU OXYGENÉE,EAU OXYGENÉE,EAU OXYGENÉE,Drug,N/A,,
8fdad3ed-38b6-41fe-b00d-c457f4498665,,ECONAZOLE,ECONAZOLE,ECONAZOLE,ECONAZOLE,Drug,N/A,,
69085a39-9b4b-4841-9b35-7c161a2e2a15,,VANCOMYCINE,VANCOMYCINE,VANCOMYCINE,VANCOMYCINE,Drug,N/A,,
e28b80f2-c109-446e-a7f9-7c7886e45b07,,PARACETAMOL / ACIDEASCORBIQUE,PARACETAMOL / ACIDEASCORBIQUE,PARACETAMOL / ACIDEASCORBIQUE,PARACETAMOL / ACIDEASCORBIQUE,Drug,N/A,,
4477ffda-ebca-4223-bf9b-69db6d97d005,,AMITRYPTILINE,AMITRYPTILINE,AMITRYPTILINE,AMITRYPTILINE,Drug,N/A,,
540864a5-d5b9-4040-819d-e05e17d95546,,OXALIPLATINE,OXALIPLATINE,OXALIPLATINE,OXALIPLATINE,Drug,N/A,,
a1bc1d7f-9d55-4a7b-9176-8f6b32ae44d1,,CHLORHEXIDINE / CHLOROBUTANOL,CHLORHEXIDINE / CHLOROBUTANOL,CHLORHEXIDINE / CHLOROBUTANOL,CHLORHEXIDINE / CHLOROBUTANOL,Drug,N/A,,
6f88372f-cc01-4a1f-8bec-1080cecc303a,,ENALAPRIL,ENALAPRIL,ENALAPRIL,ENALAPRIL,Drug,N/A,,
54b2b1c4-2073-4cd9-8a55-4204ebf9f538,,ENOXAPARINE,ENOXAPARINE,ENOXAPARINE,ENOXAPARINE,Drug,N/A,,
15e26f47-daa8-4a9c-a352-0ca87df735c2,,ENALAPRIL / NITRENDIPINE,ENALAPRIL / NITRENDIPINE,ENALAPRIL / NITRENDIPINE,ENALAPRIL / NITRENDIPINE,Drug,N/A,,
b76a2295-5134-44d9-9357-2729edd478cc,,DILOXANIDE / METRONIDAZOLE,DILOXANIDE / METRONIDAZOLE,DILOXANIDE / METRONIDAZOLE,DILOXANIDE / METRONIDAZOLE,Drug,N/A,,
ab9cabec-2644-47ac-aaaa-ab6fbfd3d3b5,,BACILLUS CLAUSII,BACILLUS CLAUSII,BACILLUS CLAUSII,BACILLUS CLAUSII,Drug,N/A,,
49af8c98-a6af-4011-ab79-b8784e715942,,MEBENDAZOLE,MEBENDAZOLE,MEBENDAZOLE,MEBENDAZOLE,Drug,N/A,,
99ea826a-07f3-442e-ba87-2de88d23bba0,,ÉRYTHROMYCINE,ÉRYTHROMYCINE,ÉRYTHROMYCINE,ÉRYTHROMYCINE,Drug,N/A,,
22e6cd82-8eeb-4cb2-9756-0ed6e4f6fc04,,ERYHTROMYCINE,ERYHTROMYCINE,ERYHTROMYCINE,ERYHTROMYCINE,Drug,N/A,,
15f42343-41cf-4ed1-b5b4-e035b9e983f7,,ERYTHROMYCINE,ERYTHROMYCINE,ERYTHROMYCINE,ERYTHROMYCINE,Drug,N/A,,
1d9294ff-a54c-489a-8948-5fe7b38c06a2,,POLY VITAMINE / SELS MINÉRAUX / OLIG,POLY VITAMINE / SELS MINÉRAUX / OLIG,POLY VITAMINE / SELS MINÉRAUX / OLIG,POLY VITAMINE / SELS MINÉRAUX / OLIG,Drug,N/A,,
1b2288cd-93ae-4697-936f-6c9866d789c5,,CROTAMITON,CROTAMITON,CROTAMITON,CROTAMITON,Drug,N/A,,
58613b03-6c89-4199-86fd-6f3105bbe12c,,VITAMINE E,VITAMINE E,VITAMINE E,VITAMINE E,Drug,N/A,,
725b9ed0-c205-4566-b6fe-4ffd345277db,,ACIDE TRANEXAMIQUE,ACIDE TRANEXAMIQUE,ACIDE TRANEXAMIQUE,ACIDE TRANEXAMIQUE,Drug,N/A,,
9ebb4b6d-7153-4576-82b3-8c8e30a6dbb4,,NAFTIFINE,NAFTIFINE,NAFTIFINE,NAFTIFINE,Drug,N/A,,
c069f817-4757-49c1-97b0-dac1e242ef9d,,ACETYL CYSTEINE,ACETYL CYSTEINE,ACETYL CYSTEINE,ACETYL CYSTEINE,Drug,N/A,,
d7e894b0-03d0-416c-9745-11a06d72f900,,BENZATHINEBENZYLPENICILLINE,BENZATHINEBENZYLPENICILLINE,BENZATHINEBENZYLPENICILLINE,BENZATHINEBENZYLPENICILLINE,Drug,N/A,,
735af56f-1522-49e6-ab33-918436146e6b,,ARTÉSUNATE + AMODIAQUINE,ARTÉSUNATE + AMODIAQUINE,ARTÉSUNATE + AMODIAQUINE,ARTÉSUNATE + AMODIAQUINE,Drug,N/A,,
8b0000a1-510b-43f4-b6e9-5c163c3a474c,,FAMOTIDINE,FAMOTIDINE,FAMOTIDINE,FAMOTIDINE,Drug,N/A,,
bdd58ccc-2e26-47c4-9b84-af34bd08a774,,SULFADOXINE / PYRIMETHAMINE,SULFADOXINE / PYRIMETHAMINE,SULFADOXINE / PYRIMETHAMINE,SULFADOXINE / PYRIMETHAMINE,Drug,N/A,,
bf834ef2-9054-4f1b-aca3-5c72384b0b1d,,ISOCONAZOLE,ISOCONAZOLE,ISOCONAZOLE,ISOCONAZOLE,Drug,N/A,,
b6c13ed3-1f8c-419f-83fa-78ef43735406,,PARACETAMOL / DEXTRO,PARACETAMOL / DEXTRO,PARACETAMOL / DEXTRO,PARACETAMOL / DEXTRO,Drug,N/A,,
1f078e47-61cb-47cc-bcbd-434d8ad5b576,,PIROXICAM,PIROXICAM,PIROXICAM,PIROXICAM,Drug,N/A,,
f7c92660-0a00-433d-899e-ffaa8f09e196,,ACIDE MEFENAMIQUE,ACIDE MEFENAMIQUE,ACIDE MEFENAMIQUE,ACIDE MEFENAMIQUE,Drug,N/A,,
27015e5b-647d-42ff-9d4c-17c36d4a4e4e,,FER / ACIDE FOLIQUE,FER / ACIDE FOLIQUE,FER / ACIDE FOLIQUE,FER / ACIDE FOLIQUE,Drug,N/A,,
f7ff3a7e-e7b3-42ae-adf4-fe049360235e,,FER,FER,FER,FER,Drug,N/A,,
d0187f7c-1de4-4959-ad8b-37e74fb4731a,,FER FUMARATE / ACIDE FOLIQUE,FER FUMARATE / ACIDE FOLIQUE,FER FUMARATE / ACIDE FOLIQUE,FER FUMARATE / ACIDE FOLIQUE,Drug,N/A,,
8736405e-29eb-4a0d-b11f-c5a628b6bb8e,,FER / VIT B12 / ACIDE FOLIQUE,FER / VIT B12 / ACIDE FOLIQUE,FER / VIT B12 / ACIDE FOLIQUE,FER / VIT B12 / ACIDE FOLIQUE,Drug,N/A,,
140217c1-ac27-4fbb-bdab-ce6a7ddb842c,,FUMARATE DE FER,FUMARATE DE FER,FUMARATE DE FER,FUMARATE DE FER,Drug,N/A,,
f766e306-d982-4377-a37d-b00a51b62e77,,SODIUM DE FÉRÉDÉTATE,SODIUM DE FÉRÉDÉTATE,SODIUM DE FÉRÉDÉTATE,SODIUM DE FÉRÉDÉTATE,Drug,N/A,,
ac6969e6-e38a-46c5-b81c-1f8a0d6d10be,,CLOMIFENE,CLOMIFENE,CLOMIFENE,CLOMIFENE,Drug,N/A,,
48b74883-96c8-494e-b084-06f7f77593ef,,PHENORAMINE / PARACETAMOL / ACID  ,PHENORAMINE / PARACETAMOL / ACID  ,PHENORAMINE / PARACETAMOL / ACID  ,PHENORAMINE / PARACETAMOL / ACID  ,Drug,N/A,,
52252cd9-2e99-41dd-a5bc-595825a5b228,,PHENORAMINE / PARACETAMOL / ACID ,PHENORAMINE / PARACETAMOL / ACID ,PHENORAMINE / PARACETAMOL / ACID ,PHENORAMINE / PARACETAMOL / ACID ,Drug,N/A,,
66baf334-e39d-4f0c-b6c5-5b13dca134e5,,PHENORAMINE / PARACETAMOL / ACID    ,PHENORAMINE / PARACETAMOL / ACID    ,PHENORAMINE / PARACETAMOL / ACID    ,PHENORAMINE / PARACETAMOL / ACID    ,Drug,N/A,,
c2ea1cf9-6723-400f-9d64-6bf1e414f82d,,FER/ B12/AC.FOLIQUE/VIT C/ B6/ ZINC/  ,FER/ B12/AC.FOLIQUE/VIT C/ B6/ ZINC/  ,FER/ B12/AC.FOLIQUE/VIT C/ B6/ ZINC/  ,FER/ B12/AC.FOLIQUE/VIT C/ B6/ ZINC/  ,Drug,N/A,,
2655e4db-d635-4ceb-99e7-7d76387f2764,,AMLODIPINE/ ATENELOL,AMLODIPINE/ ATENELOL,AMLODIPINE/ ATENELOL,AMLODIPINE/ ATENELOL,Drug,N/A,,
e60ac280-4989-45fc-b2b5-b8da6d7277a4,,SECNIDAZOLE,SECNIDAZOLE,SECNIDAZOLE,SECNIDAZOLE,Drug,N/A,,
829cc33d-64d5-46ea-8cc7-66d5aa164051,,SULFADIAZINE,SULFADIAZINE,SULFADIAZINE,SULFADIAZINE,Drug,N/A,,
1310770a-48e9-4447-b2cd-007ab6600e5f,,ACIDE TIAPROFENIQUE,ACIDE TIAPROFENIQUE,ACIDE TIAPROFENIQUE,ACIDE TIAPROFENIQUE,Drug,N/A,,
1c3bf016-43ce-4587-8e46-37890db3c073,,FLUTICASONE,FLUTICASONE,FLUTICASONE,FLUTICASONE,Drug,N/A,,
c3b0144b-1d50-4d11-b8cb-a87f960ccba6,,DICLOFENAC / CHOLESTYRAMINE COMP,DICLOFENAC / CHOLESTYRAMINE COMP,DICLOFENAC / CHOLESTYRAMINE COMP,DICLOFENAC / CHOLESTYRAMINE COMP,Drug,N/A,,
ccec3025-6538-465e-9f4e-adbe8950eba5,,FLOXACILLINE,FLOXACILLINE,FLOXACILLINE,FLOXACILLINE,Drug,N/A,,
d8bf49c4-b661-4e69-abae-8c453a719955,,FLUCONASOLE,FLUCONASOLE,FLUCONASOLE,FLUCONASOLE,Drug,N/A,,
0aa11b4b-9ba7-4727-84c1-fee72d811031,,FLUOROMÉTHOLONE,FLUOROMÉTHOLONE,FLUOROMÉTHOLONE,FLUOROMÉTHOLONE,Drug,N/A,,
84810fb9-8dcf-47ee-8618-1f860086a155,,FLUOXETINE,FLUOXETINE,FLUOXETINE,FLUOXETINE,Drug,N/A,,
f664ac66-79b9-4be1-8229-e36e45f76b8e,,CARBOCYSTEINE,CARBOCYSTEINE,CARBOCYSTEINE,CARBOCYSTEINE,Drug,N/A,,
18667bee-96a4-4a75-bd73-1adab2c9b36c,,BROMHYDRATE DE DEXTROMÉTHORPH,BROMHYDRATE DE DEXTROMÉTHORPH,BROMHYDRATE DE DEXTROMÉTHORPH,BROMHYDRATE DE DEXTROMÉTHORPH,Drug,N/A,,
fc142044-4cf3-4e6c-8205-6035ec0296d2,,FLUBENDAZOLE,FLUBENDAZOLE,FLUBENDAZOLE,FLUBENDAZOLE,Drug,N/A,,
d690d3cc-9121-418e-b2fd-5a5660b2e627,,SULFATE FERREUX / AC FOLIQUE,SULFATE FERREUX / AC FOLIQUE,SULFATE FERREUX / AC FOLIQUE,SULFATE FERREUX / AC FOLIQUE,Drug,N/A,,
46f6899f-b75f-4c67-9271-5679d3e01aa5,,FORMOTEROL / BUDESONIDE,FORMOTEROL / BUDESONIDE,FORMOTEROL / BUDESONIDE,FORMOTEROL / BUDESONIDE,Drug,N/A,,
db274a04-802c-4104-b712-dd6ffdd1d217,,MACROGOL 4000,MACROGOL 4000,MACROGOL 4000,MACROGOL 4000,Drug,N/A,,
b437c823-4d1f-4b5d-a319-f0933cfecd08,,FRAMYCETINE / DEXAMETAHASONE,FRAMYCETINE / DEXAMETAHASONE,FRAMYCETINE / DEXAMETAHASONE,FRAMYCETINE / DEXAMETAHASONE,Drug,N/A,,
d0ce97bb-30d4-4fa9-bb81-ae9d6247271c,,ACIDE FUCIDIQUE,ACIDE FUCIDIQUE,ACIDE FUCIDIQUE,ACIDE FUCIDIQUE,Drug,N/A,,
ee5ae52c-74d6-43d9-9c14-51dfa6ca546f,,AMPHOTERICINE B,AMPHOTERICINE B,AMPHOTERICINE B,AMPHOTERICINE B,Drug,N/A,,
f1b8db55-d35f-4115-b9d1-784a8a6a0559,,FUROSEMIDE,FUROSEMIDE,FUROSEMIDE,FUROSEMIDE,Drug,N/A,,
13cf334c-b6c7-4f30-a313-98787da55838,,MAGNESIUM / VITAMINE B6,MAGNESIUM / VITAMINE B6,MAGNESIUM / VITAMINE B6,MAGNESIUM / VITAMINE B6,Drug,N/A,,
d2f390bd-e3f4-42d1-9be7-555408e2a799,,PHENOBARBITAL,PHENOBARBITAL,PHENOBARBITAL,PHENOBARBITAL,Drug,N/A,,
7b7a365c-595e-44da-8049-940167a2b065,,PHÉNOBARBITAL,PHÉNOBARBITAL,PHÉNOBARBITAL,PHÉNOBARBITAL,Drug,N/A,,
9d470e5e-39d4-48b7-8651-023f20ee7d9b,,MORMOIRON ACTIVÉ / ALUMINIUM / M,MORMOIRON ACTIVÉ / ALUMINIUM / M,MORMOIRON ACTIVÉ / ALUMINIUM / M,MORMOIRON ACTIVÉ / ALUMINIUM / M,Drug,N/A,,
8435309d-9f56-4f4c-8e18-3c5125e34137,,ALGINATE DE SODIUM,ALGINATE DE SODIUM,ALGINATE DE SODIUM,ALGINATE DE SODIUM,Drug,N/A,,
3b907ca7-edfc-4153-8f86-729fe2ec101d,,GENTAMYCINE,GENTAMYCINE,GENTAMYCINE,GENTAMYCINE,Drug,N/A,,
3485a381-3fe3-4cbb-8203-54292d10ed9e,,RAMIPRIL,RAMIPRIL,RAMIPRIL,RAMIPRIL,Drug,N/A,,
9870d792-43ea-461b-8050-bcdbba87dc27,,HYDROMELLOSE,HYDROMELLOSE,HYDROMELLOSE,HYDROMELLOSE,Drug,N/A,,
8a1ed813-4fd1-42e2-b758-04a7a8fdb744,,GINKGOBILOBA / HEPTAMINOL   / TROX,GINKGOBILOBA / HEPTAMINOL   / TROX,GINKGOBILOBA / HEPTAMINOL   / TROX,GINKGOBILOBA / HEPTAMINOL   / TROX,Drug,N/A,,
765cc3e1-e1c7-4fe2-b113-bb79b20055f5,,GLIMEPIRIDE,GLIMEPIRIDE,GLIMEPIRIDE,GLIMEPIRIDE,Drug,N/A,,
203c77ac-f293-43fe-ae34-fca2e57935ad,,GONADO TROPHINE CHORIONIQUE,GONADO TROPHINE CHORIONIQUE,GONADO TROPHINE CHORIONIQUE,GONADO TROPHINE CHORIONIQUE,Drug,N/A,,
81d03c77-3f57-422a-9138-263b062f64f0,,LENOGRASTIM,LENOGRASTIM,LENOGRASTIM,LENOGRASTIM,Drug,N/A,,
172ca72f-3853-42bb-9df2-202604919576,,VIBRAMYCYNE,VIBRAMYCYNE,VIBRAMYCYNE,VIBRAMYCYNE,Drug,N/A,,
416448ec-5dc4-40b1-bb39-b8a941d9df3b,,GRISEOFULVINE,GRISEOFULVINE,GRISEOFULVINE,GRISEOFULVINE,Drug,N/A,,
40781f1e-9334-4983-9843-6cd571c5682d,,ERGOTAMINE / CAFEINE,ERGOTAMINE / CAFEINE,ERGOTAMINE / CAFEINE,ERGOTAMINE / CAFEINE,Drug,N/A,,
3cfbf783-cf50-485f-8c2c-ee9372a0998c,,MÉTRONIDAZOLE / NEOMYCINE/NYSTAT,MÉTRONIDAZOLE / NEOMYCINE/NYSTAT,MÉTRONIDAZOLE / NEOMYCINE/NYSTAT,MÉTRONIDAZOLE / NEOMYCINE/NYSTAT,Drug,N/A,,
222ea4a7-8990-432b-845a-58c550087088,,HALOPERIDOL,HALOPERIDOL,HALOPERIDOL,HALOPERIDOL,Drug,N/A,,
d3ebd95d-5335-4240-8355-110a5c8d4f64,,HÉLICIDINE,HÉLICIDINE,HÉLICIDINE,HÉLICIDINE,Drug,N/A,,
defa6a09-31e3-40f4-bd0d-0defced0be5b,,AMOXICILLINE / MÉTRONIDAZOLE,AMOXICILLINE / MÉTRONIDAZOLE,AMOXICILLINE / MÉTRONIDAZOLE,AMOXICILLINE / MÉTRONIDAZOLE,Drug,N/A,,
2c198f05-c3d6-4e00-afe3-2cba3a7c1eb4,,ESCULOSIDE BENZOCAINE / HYDROCORT,ESCULOSIDE BENZOCAINE / HYDROCORT,ESCULOSIDE BENZOCAINE / HYDROCORT,ESCULOSIDE BENZOCAINE / HYDROCORT,Drug,N/A,,
2658d08a-b7f3-4f79-a57a-b79bbcc128d3,,HEPARINE SODIQUE,HEPARINE SODIQUE,HEPARINE SODIQUE,HEPARINE SODIQUE,Drug,N/A,,
76365011-349f-45c0-af4f-8dccef9bac62,,HÉPTAMINOL,HÉPTAMINOL,HÉPTAMINOL,HÉPTAMINOL,Drug,N/A,,
153516fb-b406-4312-a158-e3885c3ecd3c,,BICLOTYMOL / CHLORPHENIRAMINE/PH,BICLOTYMOL / CHLORPHENIRAMINE/PH,BICLOTYMOL / CHLORPHENIRAMINE/PH,BICLOTYMOL / CHLORPHENIRAMINE/PH,Drug,N/A,,
83d89bd6-bde3-4ffe-b8f0-09f2df97efed,,BICLOTYMOL,BICLOTYMOL,BICLOTYMOL,BICLOTYMOL,Drug,N/A,,
91342f5f-e8c0-4c6e-bb66-475f07094718,,DIISÉTIONATE D'HEXAMIDINE,DIISÉTIONATE D'HEXAMIDINE,DIISÉTIONATE D'HEXAMIDINE,DIISÉTIONATE D'HEXAMIDINE,Drug,N/A,,
9f21b4d0-3e33-42d8-ab85-2e5fade95e78,,HEXAMIDINE,HEXAMIDINE,HEXAMIDINE,HEXAMIDINE,Drug,N/A,,
51b05096-4207-4877-b10f-a427052a97e1,,HYDROCORTISONE,HYDROCORTISONE,HYDROCORTISONE,HYDROCORTISONE,Drug,N/A,,
c464c184-79b6-4bbf-abcc-bf2c3c740e95,,BUTYL HYOCINE,BUTYL HYOCINE,BUTYL HYOCINE,BUTYL HYOCINE,Drug,N/A,,
5e021f9b-db5f-4372-9eb9-e9a02393322f,,ATÉNOLOL,ATÉNOLOL,ATÉNOLOL,ATÉNOLOL,Drug,N/A,,
775e2a32-0743-44a1-98d2-e5904dfab39b,,CANDESARTAN CILEXETIL / HYDROCHLO,CANDESARTAN CILEXETIL / HYDROCHLO,CANDESARTAN CILEXETIL / HYDROCHLO,CANDESARTAN CILEXETIL / HYDROCHLO,Drug,N/A,,
94627291-2001-4cbc-bd7a-bd836ac6b0cc,,LOSARTAN / HYDROCHLOROTHIAZIDE,LOSARTAN / HYDROCHLOROTHIAZIDE,LOSARTAN / HYDROCHLOROTHIAZIDE,LOSARTAN / HYDROCHLOROTHIAZIDE,Drug,N/A,,
66c7c950-4b32-4549-9b3a-44e8faf68b8b,,ISRADIPINE,ISRADIPINE,ISRADIPINE,ISRADIPINE,Drug,N/A,,
86a3505a-4cac-43d1-b0bb-720239dcf5c4,,CARBONATE DU CALCIUM / VIT D3,CARBONATE DU CALCIUM / VIT D3,CARBONATE DU CALCIUM / VIT D3,CARBONATE DU CALCIUM / VIT D3,Drug,N/A,,
5d242566-5db7-4076-a10a-1392c72bc42b,,ANTI D,ANTI D,ANTI D,ANTI D,Drug,N/A,,
8ff39433-cd9b-4854-a814-b1fb6ae017ad,,LOPERAMIDE,LOPERAMIDE,LOPERAMIDE,LOPERAMIDE,Drug,N/A,,
1f90a7e8-c745-4b03-98fc-d5e12dce7f4b,,INDOMÉTACINE,INDOMÉTACINE,INDOMÉTACINE,INDOMÉTACINE,Drug,N/A,,
dd5c70f7-2a8d-42bc-98a1-955b7ae7b57b,,ESOMÉPRAZOL,ESOMÉPRAZOL,ESOMÉPRAZOL,ESOMÉPRAZOL,Drug,N/A,,
2e492016-a647-4fbb-9fe0-9a6507249911,,INTERFERON ALPHA,INTERFERON ALPHA,INTERFERON ALPHA,INTERFERON ALPHA,Drug,N/A,,
36c95363-369c-45d6-a45f-f13b8e78352e,,INSULINE HUMAINE,INSULINE HUMAINE,INSULINE HUMAINE,INSULINE HUMAINE,Drug,N/A,,
4578c6d7-5b95-4b0e-a930-75705f968ea7,,TILIQUINOL,TILIQUINOL,TILIQUINOL,TILIQUINOL,Drug,N/A,,
0aa5fbbe-6c6a-4d92-ac01-9a105333f79c,,APRACLONIDINE,APRACLONIDINE,APRACLONIDINE,APRACLONIDINE,Drug,N/A,,
5a88f3f5-cc9d-4c20-8af9-b04af87e5e68,,OMÉPRAZOLE,OMÉPRAZOLE,OMÉPRAZOLE,OMÉPRAZOLE,Drug,N/A,,
6eaee463-cd07-4c4c-b2d6-b01b2ad520d5,,ISOSORBIDE DI NITRATE,ISOSORBIDE DI NITRATE,ISOSORBIDE DI NITRATE,ISOSORBIDE DI NITRATE,Drug,N/A,,
